keyword,category,title,final_price,rating,reviews,platform,delivery,currency,is_emi,link
motorola,mobile,Motorola CARAMEL LATTE 8256GB,20847.940000000002,4.2,1700.0,connection,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=productid:11775543309586147781,headlineOfferDocid:11775543309586147781,imageDocid:11275088563685567524,rds:PC_6076741790411226558|PROD_PC_6076741790411226558,pvt:hg&hl=en&gl=us&udm=28"
motorola,mobile,Motorola Edge 40 Neo,21579.170000000002,4.5,2400.0,walmart - lifeline786,Free delivery by Mon,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:10199752312628833184,productid:7578035163906831105,headlineOfferDocid:10357024718696921135,imageDocid:12009369393550011031,rds:PC_12189461407785188162|PROD_PC_12189461407785188162,gpcid:12189461407785188162,mid:576462783414164411,pvt:hg&hl=en&gl=us&udm=28"
motorola,mobile,Motorola Moto G7 Power,7880.85,4.5,2100.0,cell2get,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:14339654568605356315,productid:13778010800176740482,headlineOfferDocid:844156457077113330,imageDocid:3180887683071490940,rds:PC_14453845215847658218|PROD_PC_14453845215847658218,gpcid:14453845215847658218,mid:576462374136013091,pvt:hg&hl=en&gl=us&udm=28"
motorola,mobile,motorola razr  2024,33199.17,3.8,249.0,motorola.com,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=productid:1749446998104038755,headlineOfferDocid:1749446998104038755,imageDocid:11079671382417882898,rds:LO_1749446998104038755|PROD_LO_1749446998104038755,pvt:hg&hl=en&gl=us&udm=28"
motorola,mobile,Moto G Power Motorola,3647.8500000000004,3.5,707.0,walmart - the wireless circle,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:12414450283312290654,productid:6533139290811977701,headlineOfferDocid:14751452909164612488,imageDocid:9536124441081688185,rds:PC_11026679200519449081|PROD_PC_11026679200519449081,gpcid:11026679200519449081,mid:576462820078097183,pvt:hg&hl=en&gl=us&udm=28"
motorola,mobile,Motorola Edge 30 Neo,14358.17,4.6,869.0,electronicsforce.com,Free delivery by Tue,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:14299597226601975523,productid:1218180829922959203,headlineOfferDocid:3341845602267340932,imageDocid:4528052666939181349,rds:PC_16706953311445062639|PROD_PC_16706953311445062639,gpcid:16706953311445062639,mid:576462461857971493,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Find X9 Pro 5G Dual SIM,82169.17,4.8,906.0,bludiode european transactions,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:9218328707498074173,productid:7199869773649133492,headlineOfferDocid:2911743372477564290,imageDocid:4474370882710012088,rds:PC_17934193114201683408|PROD_PC_17934193114201683408,gpcid:17934193114201683408,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo A5,19422.0,4.8,4300.0,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:4622366324354216828,productid:14862452380232282211,headlineOfferDocid:753463071397615201,imageDocid:12811374701521831874,rds:PC_17022493137122983417|PROD_PC_17022493137122983417,gpcid:17022493137122983417,mid:576462376315084472,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo A40,10169.16,4.5,454.0,mr price,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:9174579875209243803,productid:642023534813306365,headlineOfferDocid:10919065579982657451,imageDocid:4920356203133897618,rds:PC_5230338539649127543|PROD_PC_5230338539649127543,gpcid:5230338539649127543,mid:576462796157124377,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Find X8 Ultra 5G,93956.0,4.7,45.0,pdaplaza canada,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:3463150148232796173,productid:16581352374397683002,headlineOfferDocid:8751056211696743909,imageDocid:5243124378885742712,rds:PC_10787957164585113512|PROD_PC_10787957164585113512,gpcid:10787957164585113512,mid:576462823496975370,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Find X9 5G Phone,56937.17,4.9,822.0,bludiode european transactions,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:15937189807951835016,productid:3871436217107643221,headlineOfferDocid:15521497533855600340,imageDocid:17737771238339384590,rds:PC_11055514017706683545|PROD_PC_11055514017706683545,gpcid:11055514017706683545,mid:576462523589399271,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo A5 Pro 5G Unlocked Smartphone 8GB RAM 256GB,21506.96,4.8,2200.0,ebay - one.stop.shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:7631344756048969356,productid:6953940176286315603,headlineOfferDocid:10110908710628593544,imageDocid:3784427963556410689,rds:PC_13781768416438394369|PROD_PC_13781768416438394369,gpcid:13781768416438394369,mid:576462502516407907,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Reno 10 5G,64088.45,4.7,892.0,sears - fastmedia,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:12506949051996155736,productid:5229040743339784783,headlineOfferDocid:17943493824011317697,imageDocid:13310512387354564033,rds:PC_10220598693089468684|PROD_PC_10220598693089468684,gpcid:10220598693089468684,mid:576462461115823279,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Reno14 5G Phone,38420.7,4.8,978.0,ebay - one.stop.shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:1713323849004952965,productid:15694743894073613127,headlineOfferDocid:595548582594968880,imageDocid:8771603338279670872,rds:PC_4740669652361733114|PROD_PC_4740669652361733114,gpcid:4740669652361733114,mid:576462843069152218,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo A5x 169 cm Android 15 4G,13197.0,4.9,3700.0,fruugo.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:15836846558085607287,productid:2331446119587165512,headlineOfferDocid:12541165550731421990,imageDocid:12695353306356684686,rds:PC_14716644100545248708|PROD_PC_14716644100545248708,gpcid:14716644100545248708,mid:576462866790489765,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Reno 15 Pro Max Dual SIM Unlocked Global,66317.0,4.8,1100.0,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:14839683012257229085,productid:4285725016978820719,headlineOfferDocid:2890287562340988214,imageDocid:6258881269983195442,rds:PC_15165609738237294282|PROD_PC_15165609738237294282,gpcid:15165609738237294282,mid:576462536889293444,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Reno15 5G Phone,64530.01,4.9,2100.0,grooves-inc.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:15932487002229962356,productid:11349959268752425417,headlineOfferDocid:14318069756773861793,imageDocid:9276015126961218150,rds:PC_14499913919177247152|PROD_PC_14499913919177247152,gpcid:14499913919177247152,mid:576462876189582346,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,OPPO FIND X9 Pro 12GB512GB Titanium  1Year Warranty,72209.17,4.8,882.0,bludiode european transactions,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=productid:5428125922087183402,headlineOfferDocid:5428125922087183402,imageDocid:4474370882710012088,rds:PC_17934193114201683408|PROD_PC_17934193114201683408,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo F31 5G Phone,23272.37,5.0,5.0,ebay - one.stop.shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:558966784141821938,productid:8538627852888144280,headlineOfferDocid:10992777560352335154,imageDocid:16929756005356362989,rds:PC_2578258728722556212|PROD_PC_2578258728722556212,gpcid:2578258728722556212,mid:576462843023119524,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Reno 5 Pro 5G 256GB Galactic Silver,50323.729999999996,4.6,155.0,友和 yoho,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:3141069630333815450,productid:15451105846153922545,headlineOfferDocid:1401123904666156663,imageDocid:1011561297658749235,rds:PC_6169907748645758628|PROD_PC_6169907748645758628,gpcid:6169907748645758628,mid:576462833044607325,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo R9S 64GB 4GB RAM International Version,6884.0199999999995,4.8,161.0,ebay - phone360,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:9610636697263049955,productid:10060917747016967727,headlineOfferDocid:4450842604875037388,imageDocid:7258608878043351351,rds:PC_4622943325137664967|PROD_PC_4622943325137664967,gpcid:4622943325137664967,mid:576462446874077478,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Reno15 FS 5G,53531.68,4.7,55.0,grooves-inc.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:6764771131733733506,productid:2990006790883668816,headlineOfferDocid:4384919567408390667,imageDocid:7248595203374853864,rds:PC_12879859643909894454|PROD_PC_12879859643909894454,gpcid:12879859643909894454,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,OPPO FIND X9 12GB256GB Red  1Year Warranty,56937.17,4.9,822.0,bludiode european transactions,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=productid:1889545246792662746,headlineOfferDocid:1889545246792662746,imageDocid:17760207503145172990,rds:PC_11055514017706683545|PROD_PC_11055514017706683545,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Find X8 Pro 5G Premium Edition Phone,23489.0,4.9,284.0,ebay - 5gsmartphonestore,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:6932524683402964378,productid:9078560266224401576,headlineOfferDocid:10500346128985273695,imageDocid:546145665383605893,rds:PC_3278886869862978887|PROD_PC_3278886869862978887,gpcid:3278886869862978887,mid:576462555532620275,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo F29 Pro 5g,28246.559999999998,4.4,11.0,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:5656549858126596792,productid:9489755639720412707,headlineOfferDocid:2770839269621834438,imageDocid:5611326344538598646,rds:PC_11862035825091832885|PROD_PC_11862035825091832885,gpcid:11862035825091832885,mid:576462516962479457,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo F31 Pro 5G Phone,34919.76,4.7,56.0,ebay,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:17460534948218302080,productid:2751224330636192695,headlineOfferDocid:7575721598538291893,imageDocid:16518225839316444809,rds:PC_5222894929218803228|PROD_PC_5222894929218803228,gpcid:5222894929218803228,mid:576462866598538581,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Find N6 5G Global Version,153549.17,4.4,48.0,swiftronics usa,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:12036438457373256572,productid:4307605663227147774,headlineOfferDocid:2410484319622463568,imageDocid:15012418265484165310,rds:PC_10038101715326410062|PROD_PC_10038101715326410062,gpcid:10038101715326410062,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo A6x India 5G Phone,14027.0,4.9,745.0,ebay - one.stop.shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:3876912990055226586,productid:8998840900879716482,headlineOfferDocid:14359144379126058675,imageDocid:3847010604443266573,rds:PC_7545848912888893488|PROD_PC_7545848912888893488,gpcid:7545848912888893488,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,OPPO A76 128GB1,14455.279999999999,,,whatnot,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=productid:2059260337011436819,headlineOfferDocid:2059260337011436819,imageDocid:17453553873117027615,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo F31 Pro Plus 5G,38179.17,4.9,391.0,ebay - lifestylegallery2010,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:15349911925959120747,productid:7051611842020985852,headlineOfferDocid:16851078713488735204,imageDocid:7298698880448106875,rds:PC_14460159882872349056|PROD_PC_14460159882872349056,gpcid:14460159882872349056,mid:576462847861126813,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,OPPO Reno5 Z 5G Dual CPH2211 128GB 8GB RAM Factory Unlocked International Version,20125.01,4.5,48.0,友和 yoho,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:6016221745501557623,productid:2544865830200051360,headlineOfferDocid:7563407969766261907,imageDocid:14256044788842703128,rds:PC_10786006768650590732|PROD_PC_10786006768650590732,gpcid:10786006768650590732,mid:576462810768569320,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo K13 Turbo Pro 5g Smartphone Snapdragon 8s Gen4 68 Amoled 120hz,31427.949999999997,4.9,575.0,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=productid:3281518750395231336,headlineOfferDocid:3281518750395231336,imageDocid:5006032840238463645,rds:PC_12348416440097942318|PROD_PC_12348416440097942318,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Enco X3i True Wireless Earphones,8382.17,4.9,132.0,dressinn.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:1958990741626841203,productid:8741535850625263670,headlineOfferDocid:3830725680381521429,imageDocid:5272245524257651406,rds:PC_16744716228522130393|PROD_PC_16744716228522130393,gpcid:16744716228522130393,mid:576462796159149650,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Reno8 5G 256GB,17015.0,4.6,1000.0,ebay - 5gsmartphonestore,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:3292411903847384611,productid:6923135064068245310,headlineOfferDocid:17618353375068938913,imageDocid:14084400433329126809,rds:PC_18097487757791687346|PROD_PC_18097487757791687346,gpcid:18097487757791687346,mid:576462503318271411,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Enco W12 Wireless Inear CallsMusic Headset,6391.0,4.6,116.0,poshmark,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:11178009679222993512,productid:1491828436033712477,headlineOfferDocid:7214837981230925255,imageDocid:2205416334433661286,rds:PC_7719473996083397685|PROD_PC_7719473996083397685,gpcid:7719473996083397685,mid:576462816337337058,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo F15 4 GB 128 GB Blazing BlueigT,8029.419999999999,3.7,26.0,ebay - phone360,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:14744253256054141066,productid:4083164307624232742,headlineOfferDocid:9264689826145362861,imageDocid:1491638625641076763,rds:PC_4149665386926014381|PROD_PC_4149665386926014381,gpcid:4149665386926014381,mid:576462324462249217,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo K13 5G Phone,24920.75,4.7,63.0,ebay - one.stop.shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:1210995953964787477,productid:9057621121592813374,headlineOfferDocid:17880095101130131625,rds:PC_15625062721609304184|PROD_PC_15625062721609304184,gpcid:15625062721609304184,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo A53s 128GB,7663.389999999999,4.4,585.0,ebay - lt-trading,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:18157627457898230949,productid:17838448798261231007,headlineOfferDocid:12277358213693036317,imageDocid:17612493842461126006,rds:PC_13630566069111432270|PROD_PC_13630566069111432270,gpcid:13630566069111432270,mid:576462808300468001,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Reno15 F 5G Phone,45030.82,4.9,4700.0,grooves-inc.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:7746457390108235169,productid:7028612061424708443,headlineOfferDocid:3187354429269032425,imageDocid:5546373889627875203,rds:PC_9187637350202559634|PROD_PC_9187637350202559634,gpcid:9187637350202559634,mid:576462878158078295,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo Find N2 Flip 5gfactory Unlocked Dual Sim8gb,100845.0,4.7,385.0,ebay - multistore4all,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=productid:2110400915984290357,headlineOfferDocid:2110400915984290357,imageDocid:3971185277510864081,rds:PC_7170885819452021215|PROD_PC_7170885819452021215,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo F19s Phone,20667.0,,,ebay - lifestylegallery2010,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:7187684915817082759,productid:14516327262757082468,headlineOfferDocid:10915000759289028586,imageDocid:7235850836310924995,gpcid:10637859382590406631,mid:576462859583737192,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo F21s Pro 5G,35402.82,3.0,74.0,ebay - soundsolutions_worldwide,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:2108518420291873361,productid:2990723027241328386,headlineOfferDocid:15904710768237213077,imageDocid:4704796614317233410,rds:PC_3380847548131204610|PROD_PC_3380847548131204610,gpcid:3380847548131204610,mid:576462749118118089,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,OPPO Find X 8GB,91299.17,4.0,116.0,overseas electronics,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:5841362843078461701,productid:2840738675658298887,headlineOfferDocid:8518336581740401937,imageDocid:6950099609384233053,rds:PC_3707968819272914944|PROD_PC_3707968819272914944,gpcid:3707968819272914944,mid:576462305421186037,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo K 14 5G Phone,23236.679999999997,4.9,267.0,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:3155834996100982330,productid:2162132747521668103,headlineOfferDocid:11300092243332498494,imageDocid:7334462800407919648,rds:PC_10026223426496679408|PROD_PC_10026223426496679408,gpcid:10026223426496679408,mid:576462890279301772,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,OPPO Find X Find X8 167 cm 659 Dual SIM Android 15 5G USB TypeC 16 GB 512 GB 5630 mAh Black,67644.17,4.7,95.0,ebay - ahappyprice,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:7045430303653555883,productid:15135124174219605960,headlineOfferDocid:15967994855383651248,imageDocid:7058341167017681430,rds:PC_12021943976800917299|PROD_PC_12021943976800917299,gpcid:12021943976800917299,mid:576462808840486963,pvt:hg&hl=en&gl=us&udm=28"
oppo,mobile,Oppo F23 256GB 8GB RAM Gsm Unlocked Phone Qualcomm SM6375 Snapdragon 695 5G 64MP,29521.440000000002,,,ebay - lifestylegallery2010,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:3003975767157550823,productid:15287398895869661164,headlineOfferDocid:6978785869240505729,imageDocid:8183326832173022089,gpcid:12166707641408396515,mid:576462749386932381,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,vivo X300 Pro 5G Phone,94786.0,4.9,1600.0,ebay - dentalcity05,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:12956734992168732912,productid:12715628527628460408,headlineOfferDocid:5928659829589337760,imageDocid:10071891488052886132,rds:PC_13681025360575688838|PROD_PC_13681025360575688838,gpcid:13681025360575688838,mid:576462901156609522,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivo X200 Ultra 5G,85268.39,4.8,245.0,pdaplaza,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:2945836674627406025,productid:7341275943534327283,headlineOfferDocid:14220728717959366728,imageDocid:15953171951133998571,rds:PC_4692266727087395925|PROD_PC_4692266727087395925,gpcid:4692266727087395925,mid:576462821472994727,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivo X200 Ultra 5G Smartphone  Snapdragon 8 Elite 16GB RAM 512GB1TB 682 Zeiss Camera Unlocked,53037.0,,,barnagarbed.org,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=productid:1995803433446402511,headlineOfferDocid:1995803433446402511,imageDocid:14884364334426038278,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,vivo Y 51 Pro 5G Phone,21497.0,,,ebay - one.stop.shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:737701392273602866,productid:8374327510616877454,headlineOfferDocid:9796701469156984477,imageDocid:1715168560917914982,gpcid:16475196785377918572,mid:576462883959910787,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,vivo T4x 5G Phone,17832.55,4.2,19.0,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:1855074261900934803,productid:1800235117605657442,headlineOfferDocid:11625079702411624386,rds:PC_7212758760538777712|PROD_PC_7212758760538777712,gpcid:7212758760538777712,mid:576462819643553877,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,vivo V 70 Elite 5G Phone,47227.0,1.0,1.0,ebay - one.stop.shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:12427021934698865603,productid:7664989880582536520,headlineOfferDocid:17712557307197198642,imageDocid:17916651407148115092,rds:PC_9946881937574870795|PROD_PC_9946881937574870795,gpcid:9946881937574870795,mid:576462881544250136,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Official Global Version Vivo X20 601 Inch 4GB 64GB Smartphone Gold,40534.71,,,geekbuying.com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=productid:2676934487586008277,headlineOfferDocid:2676934487586008277,imageDocid:13790993812428384926,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivobarefoot Womens Sensus Shoes,4979.17,4.5,179.0,sierra,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:15914298527545476615,productid:11111520708118194124,headlineOfferDocid:7852108390755892846,imageDocid:10814844135881030376,rds:PC_4465148093101411266|PROD_PC_4465148093101411266,gpcid:4465148093101411266,mid:576462771394115133,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivo X300 Ultra 5G Smartphone,121677.17,4.9,878.0,ebay - likesell365,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:13370042521278860395,productid:13025976650668529232,headlineOfferDocid:14304383562321618934,imageDocid:4281652567502835824,rds:PC_13532948184088778801|PROD_PC_13532948184088778801,gpcid:13532948184088778801,mid:576462888042966548,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivo V20 8gb Ram In 2021 8gb Ram 128gb Vivo V20 256gb Amazon Vivo V20 Review With Pros And,3901.0,,,limes academy,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=productid:9208044015373286897,headlineOfferDocid:9208044015373286897,imageDocid:487274749637361324,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivo X100 Pro 5G,38910.4,4.8,281.0,ebay - 5gsmartphonestore,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:10213752647547370163,productid:9311979335426337517,headlineOfferDocid:11736052681794814537,imageDocid:3901599215998416055,rds:PC_11599115531409523360|PROD_PC_11599115531409523360,gpcid:11599115531409523360,mid:576462762672181670,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Garmin Vivomove Trend Smartwatch,24899.170000000002,4.3,880.0,garmin - united states,Free delivery by Mon,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:2407631528428994118,productid:13819950599753120369,headlineOfferDocid:9253778864051210247,imageDocid:7415712490768281444,rds:PC_16402420171555854809|PROD_PC_16402420171555854809,gpcid:16402420171555854809,mid:576462854577743808,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivobarefoot Primus Flow Womens,6972.0,3.8,70.0,vivobarefoot,Free delivery on $120+,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:13118641668154362622,productid:8535637845505137893,headlineOfferDocid:16667584635701798485,imageDocid:13612926104362160334,rds:PC_11091184906843827630|PROD_PC_11091184906843827630,gpcid:11091184906843827630,mid:576462815082786045,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,vivo T5 Pro 5G Phone,28635.0,5.0,164.0,ebay - one.stop.shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:9063011068073218963,productid:7762220997716638763,headlineOfferDocid:6954480903745813312,imageDocid:3197954514772910573,rds:PC_5815783446691921986|PROD_PC_5815783446691921986,gpcid:5815783446691921986,mid:576462889189655564,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivo Y21 5G Smartphone,14808.029999999999,4.9,45.0,友和 yoho,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:1966287581440929903,productid:10447646652056473053,headlineOfferDocid:18136787768971811293,imageDocid:8013164297342673302,rds:PC_4551126704461803439|PROD_PC_4551126704461803439,gpcid:4551126704461803439,mid:576462886940791903,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,vivo X200 Pro 5G 512GB 16GB RAM Blue,79588.7,4.6,153.0,ebay - one.stop.shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:11001011375118417596,productid:1735261787872617211,headlineOfferDocid:4395701830484542591,imageDocid:12676639098336498855,rds:PC_12821247379401184217|PROD_PC_12821247379401184217,gpcid:12821247379401184217,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivobarefoot Mens Primus Flow,9130.0,4.1,141.0,revivo by vivobarefoot,Free delivery on $120+,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:8228367697013523958,productid:15011988749385185832,headlineOfferDocid:12907876725006203952,imageDocid:13612926104362160334,rds:PC_9064127807363935574|PROD_PC_9064127807363935574,gpcid:9064127807363935574,mid:576462516936333577,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,vivo Y400 Pro 5G Phone,39010.0,4.0,7.0,ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:11313228776344521546,productid:10102918882186434903,headlineOfferDocid:15157878140616793218,imageDocid:6533013306669784050,rds:PC_4030564779211160233|PROD_PC_4030564779211160233,gpcid:4030564779211160233,mid:576462834916742934,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,Vivobarefoot Primus Trail Flow Womens,11039.0,4.0,19.0,vivobarefoot,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:18249413073187031724,productid:9939144760536692471,headlineOfferDocid:7656361911482919819,imageDocid:14996210353897543538,rds:PC_8847580578617956929|PROD_PC_8847580578617956929,gpcid:8847580578617956929,mid:576462863862709777,pvt:hg&hl=en&gl=us&udm=28"
vivo,mobile,vivo V50 12gb 67,42994.0,4.8,3000.0,ebay - soundsolutions_worldwide,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Vivo&prds=catalogid:3474427161112542282,productid:10009613197368850888,headlineOfferDocid:3480815050824227561,imageDocid:11498457037662999467,rds:PC_8994858988823932495|PROD_PC_8994858988823932495,gpcid:8994858988823932495,mid:576462816953095362,pvt:hg&hl=en&gl=us&udm=28"
