keyword,category,title,final_price,rating,reviews,platform,delivery,currency,is_emi,link,brand,visibility_score,price_range,rating_category,review_category,top_10,value_score
motorola,mobile,Motorola 2025 Moto G,16599.170000000002,4.0,3500.0,Best Buy,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:13078729291008953468,productid:11656667044948041378,headlineOfferDocid:5288348716804380874,imageDocid:5510840786704772601,rds:PC_5435713101217100535|PROD_PC_5435713101217100535,gpcid:5435713101217100535,mid:576462877172249355,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.664321568381866,High,Medium,High,True,0.8434156647591414
motorola,mobile,Motorola Edge 2024,20736.72,4.3,560.0,Verizon,Free delivery,USD,True,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:9619587699260751247,productid:13785485479972613824,headlineOfferDocid:1916775581089013678,imageDocid:3089623636639826192,rds:PC_9368566844791574223|PROD_PC_9368566844791574223,gpcid:9368566844791574223,mid:576462813346158194,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.111888362209078,High,High,Medium,True,0.11612251117823841
motorola,mobile,Motorola Moto G Power 2025,12367.0,4.1,701.0,Walmart,Free delivery by Sat,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:619757825910960329,productid:8116619281811831285,headlineOfferDocid:9938012898217602409,imageDocid:1009795917156896113,rds:PC_4030597426313790588|PROD_PC_4030597426313790588,gpcid:4030597426313790588,mid:576462821504849276,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.0815733616103245,High,High,Medium,True,0.23240074391525833
motorola,mobile,moto g power  2026  PANTONE Pure Cashmere,33199.17,4.2,216.0,Motorola - United States,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=productid:6494960371880209362,headlineOfferDocid:6494960371880209362,imageDocid:10445802028768144233,rds:PC_11729514467490982025|PROD_PC_11729514467490982025,pvt:hg&hl=en&gl=us&udm=28",moto,4.671958941416184,High,High,Medium,True,0.02732598435442814
motorola,mobile,Motorola Razr 2025,33199.17,4.0,383.0,Best Buy,,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:7456200138833448653,productid:3869418799151727546,headlineOfferDocid:4092470400064742759,rds:PC_5308374268804883473|PROD_PC_5308374268804883473,gpcid:5308374268804883473,mid:576462860393912817,pvt:hg&hl=en&gl=us&udm=28",Motorola,4.780257021035091,High,Medium,Medium,True,0.04614573195655193
motorola,mobile,moto g power  2026  PANTONE Evening Blue,33199.17,4.2,216.0,Motorola - United States,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=productid:12748155070418351985,headlineOfferDocid:12748155070418351985,imageDocid:10417429152464428551,rds:PC_11729514467490982025|PROD_PC_11729514467490982025,pvt:hg&hl=en&gl=us&udm=28",moto,4.671958941416184,High,High,Medium,True,0.02732598435442814
motorola,mobile,Motorola Razr 2025,82999.17,4.1,194.0,Motorola - United States,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:365009442917988387,productid:6049545859068024648,headlineOfferDocid:208982446670141728,rds:PC_2685707611212869219|PROD_PC_2685707611212869219,gpcid:2685707611212869219,mid:576462821006368115,pvt:hg&hl=en&gl=us&udm=28",Motorola,4.569199823425498,High,High,Medium,True,0.009583228362404106
motorola,mobile,Motorola Edge 2025,45649.17,4.3,370.0,Best Buy,Free delivery by Sat,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:4459785641505020355,productid:18007595681263795158,headlineOfferDocid:16860295318540438834,imageDocid:661510535163123738,rds:PC_18085109372963773867|PROD_PC_18085109372963773867,gpcid:18085109372963773867,mid:576462887967137580,pvt:hg&hl=en&gl=us&udm=28",Motorola,4.946480825042974,High,High,Medium,True,0.03485276950270947
motorola,mobile,Walmart Motorola Moto g Play Prepaid Smartphone,4140.04,3.2,5.0,Walmart,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:15753608247862974090,productid:11147226400238442050,headlineOfferDocid:12054315637832332350,imageDocid:11047122658452307499,rds:PC_11653402547671044815|PROD_PC_11653402547671044815,gpcid:11653402547671044815,pvt:hg&hl=en&gl=us&udm=28",Walmart,2.636703787691222,High,Medium,Low,True,0.003864696959449667
motorola,mobile,Motorola Moto G Play 2024,9047.0,3.9,4300.0,Best Buy,,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:11728931125208695182,productid:18227072505466509915,headlineOfferDocid:16535970222317657504,imageDocid:8133280389532838798,rds:PC_6747545124227736512|PROD_PC_6747545124227736512,gpcid:6747545124227736512,mid:576462861379967234,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.686641133113494,High,Medium,High,True,1.8536531446888471
motorola,mobile,Consumer Cellular Moto G Play 2024,7469.169999999999,3.7,84.0,Target,Free delivery by Wed,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:3682148509535969014,productid:11662073489289592927,headlineOfferDocid:196686901456936879,imageDocid:2415055929256832393,rds:PC_5934731416694990122|PROD_PC_5934731416694990122,gpcid:5934731416694990122,pvt:hg&hl=en&gl=us&udm=28",Consumer,3.9970605025961268,High,Medium,Low,True,0.04161104915271711
motorola,mobile,Motorola Ace 5G One,9129.17,3.8,1100.0,Walmart - Esquared Shop,,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:3088247956474726616,productid:6786007281374275879,headlineOfferDocid:16147813717187590479,imageDocid:3196643142819057799,rds:PC_2275183611647638691|PROD_PC_2275183611647638691,gpcid:2275183611647638691,mid:576462777708642039,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.081589654689072,High,Medium,High,True,0.45787295011485163
motorola,mobile,Motorola moto g 2026,24899.17,4.3,125.0,Best Buy,Free delivery by Mon,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:2573120649916652599,productid:5687049677273570177,headlineOfferDocid:5261019387316190796,imageDocid:8509037641116169283,rds:PC_268066273970111391|PROD_PC_268066273970111391,gpcid:268066273970111391,mid:576462531117578770,pvt:hg&hl=en&gl=us&udm=28",Motorola,4.5145127627805905,High,High,Medium,True,0.021587064950357785
motorola,mobile,Motorola razr  2025 256GB Parfait Pink  Available With Cricket Wireless Plan,12449.17,4.0,383.0,Cricket Wireless,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=productid:2317939715847329618,headlineOfferDocid:2317939715847329618,imageDocid:10457536698268119008,rds:PC_5308374268804883473|PROD_PC_5308374268804883473,pvt:hg&hl=en&gl=us&udm=28",Motorola,4.780257021035091,High,Medium,Medium,True,0.12306041286286555
motorola,mobile,Motorola Moto G 5G 2024,3871.12,3.9,2800.0,Walmart - B2B Mobile,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:1316525159498704854,productid:2881608249226343526,headlineOfferDocid:8946631449433943307,imageDocid:1880618510675258240,rds:PC_7513639985055019931|PROD_PC_7513639985055019931,gpcid:7513639985055019931,mid:576462828007088352,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.515092710104044,High,Medium,High,True,2.8208890450308957
motorola,mobile,Motorola Moto G Stylus 2026,41499.17,5.0,1.0,Best Buy,Free delivery by Mon,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:10437728525181303209,productid:10424998619633753594,headlineOfferDocid:3490307010169390418,imageDocid:4276708984568877750,rds:PC_5902192194297956019|PROD_PC_5902192194297956019,gpcid:5902192194297956019,mid:576462888991658446,pvt:hg&hl=en&gl=us&udm=28",Motorola,3.277258872223978,High,High,Low,True,0.00012048433739759133
motorola,mobile,Motorola Moto G Power 5G 2024 Prepaid Phone,14103.36,3.5,40.0,Verizon,Free delivery,USD,True,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:12656911123428237362,productid:12025289988336195416,headlineOfferDocid:15865073074533706366,imageDocid:15789017944781791259,rds:PC_7124281211428237911|PROD_PC_7124281211428237911,gpcid:7124281211428237911,pvt:hg&hl=en&gl=us&udm=28",Motorola,3.5854288266817234,High,Medium,Low,True,0.009926712499716378
motorola,mobile,Motorola razr  2025 256GB Spring Bud  Available With Cricket Wireless Plan,12449.17,4.0,383.0,Cricket Wireless,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=productid:13199652586802720539,headlineOfferDocid:13199652586802720539,imageDocid:8479770041992604479,rds:PC_5308374268804883473|PROD_PC_5308374268804883473,pvt:hg&hl=en&gl=us&udm=28",Motorola,4.780257021035091,High,Medium,Medium,True,0.12306041286286555
motorola,mobile,Motorola Moto G Power 5G,8290.039999999999,3.2,901.0,Walmart,Free delivery by Wed,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:10791759722389052341,productid:16485797394816916722,headlineOfferDocid:423260157565499471,imageDocid:15391536672349658400,rds:PC_7172346223386841611|PROD_PC_7172346223386841611,gpcid:7172346223386841611,mid:576462550675089958,pvt:hg&hl=en&gl=us&udm=28",Motorola,4.6418458080250495,High,Medium,Medium,True,0.3477908429874887
motorola,mobile,Moto G Stylus Motorola,13279.17,4.2,1700.0,Best Buy,,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:6171577338550485677,productid:8604304750942651315,headlineOfferDocid:10619749861192508672,imageDocid:7040961761822883637,rds:PC_8434251766564161125|PROD_PC_8434251766564161125,gpcid:8434251766564161125,mid:576462555683658886,pvt:hg&hl=en&gl=us&udm=28",Moto,5.495588636958345,High,High,High,True,0.537684207672618
motorola,mobile,Consumer Cellular Moto G 5G 128GB Gray,14109.17,4.3,33.0,Target,Free delivery by Wed,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:6632092325971272827,productid:5171480019265248281,headlineOfferDocid:1256558904038073842,imageDocid:7450881276751337919,rds:PC_10442482697160658629|PROD_PC_10442482697160658629,gpcid:10442482697160658629,pvt:hg&hl=en&gl=us&udm=28",Consumer,3.9905442098464645,High,High,Low,True,0.010057288982980573
motorola,mobile,Motorola Moto E20 65 Dual SIM,996.0,4.4,2700.0,Ravir.De,,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:17808098648296305242,productid:16393916936547626832,headlineOfferDocid:11262774209176175964,imageDocid:15242318439944646564,rds:PC_3097721817950113019|PROD_PC_3097721817950113019,gpcid:3097721817950113019,mid:576462656035075552,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.800550941517047,Medium,High,High,True,11.927710843373497
motorola,mobile,Moto E Motorola,7468.34,4.0,1200.0,Walmart - Ml Tech Store,,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:8425199216350356625,productid:16045733330641091109,headlineOfferDocid:7283911641121872441,imageDocid:1431634353678729610,rds:PC_15630321065037373201|PROD_PC_15630321065037373201,gpcid:15630321065037373201,mid:576462890278600689,pvt:hg&hl=en&gl=us&udm=28",Moto,5.236363928831993,High,Medium,High,True,0.6427131062592223
motorola,mobile,Motorola Moto G Play,9877.0,3.7,3300.0,Best Buy,,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:10064001721983786341,productid:11409862899335243118,headlineOfferDocid:17157852005525846177,imageDocid:13716209170311909902,rds:PC_5618553093737121452|PROD_PC_5618553093737121452,gpcid:5618553093737121452,mid:576462827440715268,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.460792292741278,High,Medium,High,True,1.2362053255036956
motorola,mobile,Motorola Edge 50 Pro 5G,38428.17,4.5,1100.0,Electronicsforce.Com,Free delivery by Tue,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:16835958491166601507,productid:6010768177937418367,headlineOfferDocid:11821330903350218544,imageDocid:3984120859345430174,rds:PC_18098994143561565699|PROD_PC_18098994143561565699,gpcid:18098994143561565699,mid:576462852749623984,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.501589654689072,High,High,High,True,0.12881175450197083
motorola,mobile,Motorola Moto G86 Power 5G,24817.0,4.8,2000.0,Walmart - Omega Distributions Florida,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:1650501423380690523,productid:14666361125342858245,headlineOfferDocid:5963778797267850401,imageDocid:12127300988723155378,rds:PC_10070241047954077575|PROD_PC_10070241047954077575,gpcid:10070241047954077575,mid:576462845701307090,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.920560933833493,High,High,High,True,0.38683160736591854
motorola,mobile,Motorola Edge 60 Pro,49758.5,4.8,2300.0,Wireless Place,Free delivery by Wed,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:111784404075133050,productid:5479418138137531046,headlineOfferDocid:1573503217996284158,imageDocid:18082388342778160307,rds:PC_10360787057128524745|PROD_PC_10360787057128524745,gpcid:10360787057128524745,mid:576462821304904296,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.976439636014146,High,High,High,True,0.22187164002130288
motorola,mobile,Motorola CARAMEL LATTE 8256GB,20847.94,4.2,1700.0,Connection,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=productid:11775543309586147781,headlineOfferDocid:11775543309586147781,imageDocid:11275088563685567524,rds:PC_6076741790411226558|PROD_PC_6076741790411226558,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.495588636958345,High,High,High,True,0.3424798805061795
motorola,mobile,Motorola Edge 40 Neo,21579.17,4.5,2400.0,Walmart - Lifeline786,Free delivery by Mon,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:10199752312628833184,productid:7578035163906831105,headlineOfferDocid:10357024718696921135,imageDocid:12009369393550011031,rds:PC_12189461407785188162|PROD_PC_12189461407785188162,gpcid:12189461407785188162,mid:576462783414164411,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.8134562384885005,High,High,High,True,0.5004826413620173
motorola,mobile,Motorola Moto G7 Power,7880.85,4.5,2100.0,Cell2Get,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:14339654568605356315,productid:13778010800176740482,headlineOfferDocid:844156457077113330,imageDocid:3180887683071490940,rds:PC_14453845215847658218|PROD_PC_14453845215847658218,gpcid:14453845215847658218,mid:576462374136013091,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.760067480338,High,High,High,True,1.199109233141095
motorola,mobile,motorola razr  2024,33199.17,3.8,249.0,Motorola.Com,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=productid:1749446998104038755,headlineOfferDocid:1749446998104038755,imageDocid:11079671382417882898,rds:LO_1749446998104038755|PROD_LO_1749446998104038755,pvt:hg&hl=en&gl=us&udm=28",motorola,4.488584367144899,High,Medium,Medium,True,0.028500712517812946
motorola,mobile,Moto G Power Motorola,3647.85,3.5,707.0,Walmart - The Wireless Circle,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:12414450283312290654,productid:6533139290811977701,headlineOfferDocid:14751452909164612488,imageDocid:9536124441081688185,rds:PC_11026679200519449081|PROD_PC_11026679200519449081,gpcid:11026679200519449081,mid:576462820078097183,pvt:hg&hl=en&gl=us&udm=28",Moto,4.724977637477489,High,Medium,Medium,True,0.6783447784311307
motorola,mobile,Motorola Edge 30 Neo,14358.17,4.6,869.0,Electronicsforce.Com,Free delivery by Tue,USD,False,"https://www.google.com/search?ibp=oshop&q=Motorola&prds=catalogid:14299597226601975523,productid:1218180829922959203,headlineOfferDocid:3341845602267340932,imageDocid:4528052666939181349,rds:PC_16706953311445062639|PROD_PC_16706953311445062639,gpcid:16706953311445062639,mid:576462461857971493,pvt:hg&hl=en&gl=us&udm=28",Motorola,5.467397284659452,High,High,Medium,True,0.27840595284775144
oppo,mobile,Oppo Find X9 Pro 5G Dual SIM,82169.17,4.8,906.0,Bludiode European Transactions,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:9218328707498074173,productid:7199869773649133492,headlineOfferDocid:2911743372477564290,imageDocid:4474370882710012088,rds:PC_17934193114201683408|PROD_PC_17934193114201683408,gpcid:17934193114201683408,pvt:hg&hl=en&gl=us&udm=28",Oppo,5.604056980046055,High,High,Medium,True,0.05292495956816894
oppo,mobile,Oppo A5,19422.0,4.8,4300.0,Ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:4622366324354216828,productid:14862452380232282211,headlineOfferDocid:753463071397615201,imageDocid:12811374701521831874,rds:PC_17022493137122983417|PROD_PC_17022493137122983417,gpcid:17022493137122983417,mid:576462376315084472,pvt:hg&hl=en&gl=us&udm=28",Oppo,6.226641133113494,High,High,High,True,1.062712388013593
oppo,mobile,Oppo A40,10169.16,4.5,454.0,Mr Price,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:9174579875209243803,productid:642023534813306365,headlineOfferDocid:10919065579982657451,imageDocid:4920356203133897618,rds:PC_5230338539649127543|PROD_PC_5230338539649127543,gpcid:5230338539649127543,mid:576462796157124377,pvt:hg&hl=en&gl=us&udm=28",Oppo,5.1481189675803805,High,High,Medium,True,0.20090154939051014
oppo,mobile,Oppo Find X8 Ultra 5G,93956.0,4.7,45.0,Pdaplaza Canada,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:3463150148232796173,productid:16581352374397683002,headlineOfferDocid:8751056211696743909,imageDocid:5243124378885742712,rds:PC_10787957164585113512|PROD_PC_10787957164585113512,gpcid:10787957164585113512,mid:576462823496975370,pvt:hg&hl=en&gl=us&udm=28",Oppo,4.351456558595638,High,High,Low,True,0.002251053684703478
oppo,mobile,Oppo Find X9 5G Phone,56937.17,4.9,822.0,Bludiode European Transactions,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:15937189807951835016,productid:3871436217107643221,headlineOfferDocid:15521497533855600340,imageDocid:17737771238339384590,rds:PC_11055514017706683545|PROD_PC_11055514017706683545,gpcid:11055514017706683545,mid:576462523589399271,pvt:hg&hl=en&gl=us&udm=28",Oppo,5.625182480270828,High,High,Medium,True,0.07074113448209668
oppo,mobile,Oppo A5 Pro 5G Unlocked Smartphone 8GB RAM 256GB,21506.96,4.8,2200.0,Ebay - One.Stop.Shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:7631344756048969356,productid:6953940176286315603,headlineOfferDocid:10110908710628593544,imageDocid:3784427963556410689,rds:PC_13781768416438394369|PROD_PC_13781768416438394369,gpcid:13781768416438394369,mid:576462502516407907,pvt:hg&hl=en&gl=us&udm=28",Oppo,5.958666832610585,High,High,High,True,0.49100384247704
oppo,mobile,Oppo Reno 10 5G,64088.45,4.7,892.0,Sears - Fastmedia,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:12506949051996155736,productid:5229040743339784783,headlineOfferDocid:17943493824011317697,imageDocid:13310512387354564033,rds:PC_10220598693089468684|PROD_PC_10220598693089468684,gpcid:10220598693089468684,mid:576462461115823279,pvt:hg&hl=en&gl=us&udm=28",Oppo,5.5378346323506,High,High,Medium,True,0.06541584326036907
oppo,mobile,Oppo Reno14 5G Phone,38420.7,4.8,978.0,Ebay - One.Stop.Shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:1713323849004952965,productid:15694743894073613127,headlineOfferDocid:595548582594968880,imageDocid:8771603338279670872,rds:PC_4740669652361733114|PROD_PC_4740669652361733114,gpcid:4740669652361733114,mid:576462843069152218,pvt:hg&hl=en&gl=us&udm=28",Oppo,5.634612657012204,High,High,Medium,True,0.12218413511466475
oppo,mobile,Oppo A5x 169 cm Android 15 4G,13197.0,4.9,3700.0,Fruugo.Com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:15836846558085607287,productid:2331446119587165512,headlineOfferDocid:12541165550731421990,imageDocid:12695353306356684686,rds:PC_14716644100545248708|PROD_PC_14716644100545248708,gpcid:14716644100545248708,mid:576462866790489765,pvt:hg&hl=en&gl=us&udm=28",Oppo,6.226543332954462,High,High,High,True,1.3737970750928241
oppo,mobile,Oppo Reno 15 Pro Max Dual SIM Unlocked Global,66317.0,4.8,1100.0,Ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:14839683012257229085,productid:4285725016978820719,headlineOfferDocid:2890287562340988214,imageDocid:6258881269983195442,rds:PC_15165609738237294282|PROD_PC_15165609738237294282,gpcid:15165609738237294282,mid:576462536889293444,pvt:hg&hl=en&gl=us&udm=28",Oppo,5.681589654689072,High,High,High,True,0.07961759428200914
oppo,mobile,Oppo Reno15 5G Phone,64530.01,4.9,2100.0,Grooves-Inc.Com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:15932487002229962356,productid:11349959268752425417,headlineOfferDocid:14318069756773861793,imageDocid:9276015126961218150,rds:PC_14499913919177247152|PROD_PC_14499913919177247152,gpcid:14499913919177247152,mid:576462876189582346,pvt:hg&hl=en&gl=us&udm=28",Oppo,6.000067480338,High,High,High,True,0.15946069123497733
oppo,mobile,OPPO FIND X9 Pro 12GB512GB Titanium  1Year Warranty,72209.17,4.8,882.0,Bludiode European Transactions,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=productid:5428125922087183402,headlineOfferDocid:5428125922087183402,imageDocid:4474370882710012088,rds:PC_17934193114201683408|PROD_PC_17934193114201683408,pvt:hg&hl=en&gl=us&udm=28",OPPO,5.593330080241584,High,High,Medium,True,0.05862967265791865
oppo,mobile,Oppo F31 5G Phone,23272.37,5.0,5.0,Ebay - One.Stop.Shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:558966784141821938,productid:8538627852888144280,headlineOfferDocid:10992777560352335154,imageDocid:16929756005356362989,rds:PC_2578258728722556212|PROD_PC_2578258728722556212,gpcid:2578258728722556212,mid:576462843023119524,pvt:hg&hl=en&gl=us&udm=28",Oppo,3.716703787691222,High,High,Low,True,0.001074235241189445
oppo,mobile,Oppo Reno 5 Pro 5G 256GB Galactic Silver,50323.73,4.6,155.0,友和 Yoho,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:3141069630333815450,productid:15451105846153922545,headlineOfferDocid:1401123904666156663,imageDocid:1011561297658749235,rds:PC_6169907748645758628|PROD_PC_6169907748645758628,gpcid:6169907748645758628,mid:576462833044607325,pvt:hg&hl=en&gl=us&udm=28",Oppo,4.779942402899815,High,High,Medium,True,0.014168266144023903
oppo,mobile,Oppo R9S 64GB 4GB RAM International Version,6884.02,4.8,161.0,Ebay - Phone360,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:9610636697263049955,productid:10060917747016967727,headlineOfferDocid:4450842604875037388,imageDocid:7258608878043351351,rds:PC_4622943325137664967|PROD_PC_4622943325137664967,gpcid:4622943325137664967,mid:576462446874077478,pvt:hg&hl=en&gl=us&udm=28",Oppo,4.915038534092954,High,High,Medium,True,0.11225998762351067
oppo,mobile,Oppo Reno15 FS 5G,53531.68,4.7,55.0,Grooves-Inc.Com,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:6764771131733733506,productid:2990006790883668816,headlineOfferDocid:4384919567408390667,imageDocid:7248595203374853864,rds:PC_12879859643909894454|PROD_PC_12879859643909894454,gpcid:12879859643909894454,pvt:hg&hl=en&gl=us&udm=28",Oppo,4.43014067629406,High,High,Low,True,0.00482891626042747
oppo,mobile,OPPO FIND X9 12GB256GB Red  1Year Warranty,56937.17,4.9,822.0,Bludiode European Transactions,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=productid:1889545246792662746,headlineOfferDocid:1889545246792662746,imageDocid:17760207503145172990,rds:PC_11055514017706683545|PROD_PC_11055514017706683545,pvt:hg&hl=en&gl=us&udm=28",OPPO,5.625182480270828,High,High,Medium,True,0.07074113448209668
oppo,mobile,Oppo Find X8 Pro 5G Premium Edition Phone,23489.0,4.9,284.0,Ebay - 5Gsmartphonestore,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:6932524683402964378,productid:9078560266224401576,headlineOfferDocid:10500346128985273695,imageDocid:546145665383605893,rds:PC_3278886869862978887|PROD_PC_3278886869862978887,gpcid:3278886869862978887,mid:576462555532620275,pvt:hg&hl=en&gl=us&udm=28",Oppo,5.20099567210746,High,High,Medium,True,0.05924475286304228
oppo,mobile,Oppo F29 Pro 5g,28246.56,4.4,11.0,Ebay,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:5656549858126596792,productid:9489755639720412707,headlineOfferDocid:2770839269621834438,imageDocid:5611326344538598646,rds:PC_11862035825091832885|PROD_PC_11862035825091832885,gpcid:11862035825091832885,mid:576462516962479457,pvt:hg&hl=en&gl=us&udm=28",Oppo,3.6339626599152,High,High,Low,True,0.0017134829869548719
oppo,mobile,Oppo F31 Pro 5G Phone,34919.76,4.7,56.0,Ebay,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:17460534948218302080,productid:2751224330636192695,headlineOfferDocid:7575721598538291893,imageDocid:16518225839316444809,rds:PC_5222894929218803228|PROD_PC_5222894929218803228,gpcid:5222894929218803228,mid:576462866598538581,pvt:hg&hl=en&gl=us&udm=28",Oppo,4.43722050713382,High,High,Low,True,0.007537279752209063
oppo,mobile,Oppo Find N6 5G Global Version,153549.17,4.4,48.0,Swiftronics Usa,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:12036438457373256572,productid:4307605663227147774,headlineOfferDocid:2410484319622463568,imageDocid:15012418265484165310,rds:PC_10038101715326410062|PROD_PC_10038101715326410062,gpcid:10038101715326410062,pvt:hg&hl=en&gl=us&udm=28",Oppo,4.19672811924425,High,High,Low,True,0.0013754551717863404
oppo,mobile,Oppo A6x India 5G Phone,14027.0,4.9,745.0,Ebay - One.Stop.Shoppee,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:3876912990055226586,productid:8998840900879716482,headlineOfferDocid:14359144379126058675,imageDocid:3847010604443266573,rds:PC_7545848912888893488|PROD_PC_7545848912888893488,gpcid:7545848912888893488,pvt:hg&hl=en&gl=us&udm=28",Oppo,5.585890240081504,High,High,Medium,True,0.26024809296357027
oppo,mobile,OPPO A76 128GB1,14455.28,,,Whatnot,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=productid:2059260337011436819,headlineOfferDocid:2059260337011436819,imageDocid:17453553873117027615,pvt:hg&hl=en&gl=us&udm=28",OPPO,,High,,,False,
oppo,mobile,Oppo F31 Pro Plus 5G,38179.17,4.9,391.0,Ebay - Lifestylegallery2010,Free delivery,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:15349911925959120747,productid:7051611842020985852,headlineOfferDocid:16851078713488735204,imageDocid:7298698880448106875,rds:PC_14460159882872349056|PROD_PC_14460159882872349056,gpcid:14460159882872349056,mid:576462847861126813,pvt:hg&hl=en&gl=us&udm=28",Oppo,5.3285047359161855,High,High,Medium,True,0.050181813800561935
oppo,mobile,OPPO Reno5 Z 5G Dual CPH2211 128GB 8GB RAM Factory Unlocked International Version,20125.01,4.5,48.0,友和 Yoho,,USD,False,"https://www.google.com/search?ibp=oshop&q=Oppo&prds=catalogid:6016221745501557623,productid:2544865830200051360,headlineOfferDocid:7563407969766261907,imageDocid:14256044788842703128,rds:PC_10786006768650590732|PROD_PC_10786006768650590732,gpcid:10786006768650590732,mid:576462810768569320,pvt:hg&hl=en&gl=us&udm=28",OPPO,4.256728119244251,High,High,Low,True,0.010732913921533456
